Artifact,Current Version,Newer Versions,Num Newer Versions,Upgrades Available
io.dropwizard:dropwizard-configuration,2.0.21,"4.0.1, 4.0.0-beta.4, 4.0.0-beta.3, 4.0.0-beta.1, 4.0.0, 3.0.1, 3.0.0-beta.5, 3.0.0-beta.4, 3.0.0-beta.3, 3.0.0-beta.2, 3.0.0-beta.1, 3.0.0, 2.1.7, 2.1.6, 2.1.5, 2.1.4, 2.1.3, 2.1.2, 2.1.1, 2.1.0-beta.9, 2.1.0-beta.8, 2.1.0-beta.7, 2.1.0-beta.6, 2.1.0-beta.5, 2.1.0-beta.4, 2.1.0-beta.3, 2.1.0-beta.2, 2.1.0-beta.1, 2.1.0, 2.0.35, 2.0.34, 2.0.33, 2.0.32, 2.0.31, 2.0.30, 2.0.29, 2.0.28, 2.0.27, 2.0.26, 2.0.25, 2.0.24, 2.0.23, 2.0.22",43,"Major, Minor, Patch"
io.dropwizard:dropwizard-core,2.0.21,"4.0.1, 4.0.0-beta.4, 4.0.0-beta.3, 4.0.0-beta.1, 4.0.0, 3.0.1, 3.0.0-beta.5, 3.0.0-beta.4, 3.0.0-beta.3, 3.0.0-beta.2, 3.0.0-beta.1, 3.0.0, 2.1.7, 2.1.6, 2.1.5, 2.1.4, 2.1.3, 2.1.2, 2.1.1, 2.1.0-beta.9, 2.1.0-beta.8, 2.1.0-beta.7, 2.1.0-beta.6, 2.1.0-beta.5, 2.1.0-beta.4, 2.1.0-beta.3, 2.1.0-beta.2, 2.1.0-beta.1, 2.1.0, 2.0.35, 2.0.34, 2.0.33, 2.0.32, 2.0.31, 2.0.30, 2.0.29, 2.0.28, 2.0.27, 2.0.26, 2.0.25, 2.0.24, 2.0.23, 2.0.22",43,"Major, Minor, Patch"
io.dropwizard:dropwizard-http2,2.0.21,"4.0.1, 4.0.0-beta.4, 4.0.0-beta.3, 4.0.0-beta.1, 4.0.0, 3.0.1, 3.0.0-beta.5, 3.0.0-beta.4, 3.0.0-beta.3, 3.0.0-beta.2, 3.0.0-beta.1, 3.0.0, 2.1.7, 2.1.6, 2.1.5, 2.1.4, 2.1.3, 2.1.2, 2.1.1, 2.1.0-beta.9, 2.1.0-beta.8, 2.1.0-beta.7, 2.1.0-beta.6, 2.1.0-beta.5, 2.1.0-beta.4, 2.1.0-beta.3, 2.1.0-beta.2, 2.1.0-beta.1, 2.1.0, 2.0.35, 2.0.34, 2.0.33, 2.0.32, 2.0.31, 2.0.30, 2.0.29, 2.0.28, 2.0.27, 2.0.26, 2.0.25, 2.0.24, 2.0.23, 2.0.22",43,"Major, Minor, Patch"
io.dropwizard:dropwizard-jackson,2.0.21,"4.0.1, 4.0.0-beta.4, 4.0.0-beta.3, 4.0.0-beta.1, 4.0.0, 3.0.1, 3.0.0-beta.5, 3.0.0-beta.4, 3.0.0-beta.3, 3.0.0-beta.2, 3.0.0-beta.1, 3.0.0, 2.1.7, 2.1.6, 2.1.5, 2.1.4, 2.1.3, 2.1.2, 2.1.1, 2.1.0-beta.9, 2.1.0-beta.8, 2.1.0-beta.7, 2.1.0-beta.6, 2.1.0-beta.5, 2.1.0-beta.4, 2.1.0-beta.3, 2.1.0-beta.2, 2.1.0-beta.1, 2.1.0, 2.0.35, 2.0.34, 2.0.33, 2.0.32, 2.0.31, 2.0.30, 2.0.29, 2.0.28, 2.0.27, 2.0.26, 2.0.25, 2.0.24, 2.0.23, 2.0.22",43,"Major, Minor, Patch"
io.dropwizard:dropwizard-jersey,2.0.21,"4.0.1, 4.0.0-beta.4, 4.0.0-beta.3, 4.0.0-beta.1, 4.0.0, 3.0.1, 3.0.0-beta.5, 3.0.0-beta.4, 3.0.0-beta.3, 3.0.0-beta.2, 3.0.0-beta.1, 3.0.0, 2.1.7, 2.1.6, 2.1.5, 2.1.4, 2.1.3, 2.1.2, 2.1.1, 2.1.0-beta.9, 2.1.0-beta.8, 2.1.0-beta.7, 2.1.0-beta.6, 2.1.0-beta.5, 2.1.0-beta.4, 2.1.0-beta.3, 2.1.0-beta.2, 2.1.0-beta.1, 2.1.0, 2.0.35, 2.0.34, 2.0.33, 2.0.32, 2.0.31, 2.0.30, 2.0.29, 2.0.28, 2.0.27, 2.0.26, 2.0.25, 2.0.24, 2.0.23, 2.0.22",43,"Major, Minor, Patch"
io.dropwizard:dropwizard-jetty,2.0.21,"4.0.1, 4.0.0-beta.4, 4.0.0-beta.3, 4.0.0-beta.1, 4.0.0, 3.0.1, 3.0.0-beta.5, 3.0.0-beta.4, 3.0.0-beta.3, 3.0.0-beta.2, 3.0.0-beta.1, 3.0.0, 2.1.7, 2.1.6, 2.1.5, 2.1.4, 2.1.3, 2.1.2, 2.1.1, 2.1.0-beta.9, 2.1.0-beta.8, 2.1.0-beta.7, 2.1.0-beta.6, 2.1.0-beta.5, 2.1.0-beta.4, 2.1.0-beta.3, 2.1.0-beta.2, 2.1.0-beta.1, 2.1.0, 2.0.35, 2.0.34, 2.0.33, 2.0.32, 2.0.31, 2.0.30, 2.0.29, 2.0.28, 2.0.27, 2.0.26, 2.0.25, 2.0.24, 2.0.23, 2.0.22",43,"Major, Minor, Patch"
io.dropwizard:dropwizard-lifecycle,2.0.21,"4.0.1, 4.0.0-beta.4, 4.0.0-beta.3, 4.0.0-beta.1, 4.0.0, 3.0.1, 3.0.0-beta.5, 3.0.0-beta.4, 3.0.0-beta.3, 3.0.0-beta.2, 3.0.0-beta.1, 3.0.0, 2.1.7, 2.1.6, 2.1.5, 2.1.4, 2.1.3, 2.1.2, 2.1.1, 2.1.0-beta.9, 2.1.0-beta.8, 2.1.0-beta.7, 2.1.0-beta.6, 2.1.0-beta.5, 2.1.0-beta.4, 2.1.0-beta.3, 2.1.0-beta.2, 2.1.0-beta.1, 2.1.0, 2.0.35, 2.0.34, 2.0.33, 2.0.32, 2.0.31, 2.0.30, 2.0.29, 2.0.28, 2.0.27, 2.0.26, 2.0.25, 2.0.24, 2.0.23, 2.0.22",43,"Major, Minor, Patch"
io.dropwizard:dropwizard-logging,2.0.21,"4.0.1, 4.0.0-beta.4, 4.0.0-beta.3, 4.0.0-beta.1, 4.0.0, 3.0.1, 3.0.0-beta.5, 3.0.0-beta.4, 3.0.0-beta.3, 3.0.0-beta.2, 3.0.0-beta.1, 3.0.0, 2.1.7, 2.1.6, 2.1.5, 2.1.4, 2.1.3, 2.1.2, 2.1.1, 2.1.0-beta.9, 2.1.0-beta.8, 2.1.0-beta.7, 2.1.0-beta.6, 2.1.0-beta.5, 2.1.0-beta.4, 2.1.0-beta.3, 2.1.0-beta.2, 2.1.0-beta.1, 2.1.0, 2.0.35, 2.0.34, 2.0.33, 2.0.32, 2.0.31, 2.0.30, 2.0.29, 2.0.28, 2.0.27, 2.0.26, 2.0.25, 2.0.24, 2.0.23, 2.0.22",43,"Major, Minor, Patch"
io.dropwizard:dropwizard-metrics-graphite,2.0.21,"4.0.1, 4.0.0-beta.4, 4.0.0-beta.3, 4.0.0-beta.1, 4.0.0, 3.0.1, 3.0.0-beta.5, 3.0.0-beta.4, 3.0.0-beta.3, 3.0.0-beta.2, 3.0.0-beta.1, 3.0.0, 2.1.7, 2.1.6, 2.1.5, 2.1.4, 2.1.3, 2.1.2, 2.1.1, 2.1.0-beta.9, 2.1.0-beta.8, 2.1.0-beta.7, 2.1.0-beta.6, 2.1.0-beta.5, 2.1.0-beta.4, 2.1.0-beta.3, 2.1.0-beta.2, 2.1.0-beta.1, 2.1.0, 2.0.35, 2.0.34, 2.0.33, 2.0.32, 2.0.31, 2.0.30, 2.0.29, 2.0.28, 2.0.27, 2.0.26, 2.0.25, 2.0.24, 2.0.23, 2.0.22",43,"Major, Minor, Patch"
io.dropwizard:dropwizard-metrics,2.0.21,"4.0.1, 4.0.0-beta.4, 4.0.0-beta.3, 4.0.0-beta.1, 4.0.0, 3.0.1, 3.0.0-beta.5, 3.0.0-beta.4, 3.0.0-beta.3, 3.0.0-beta.2, 3.0.0-beta.1, 3.0.0, 2.1.7, 2.1.6, 2.1.5, 2.1.4, 2.1.3, 2.1.2, 2.1.1, 2.1.0-beta.9, 2.1.0-beta.8, 2.1.0-beta.7, 2.1.0-beta.6, 2.1.0-beta.5, 2.1.0-beta.4, 2.1.0-beta.3, 2.1.0-beta.2, 2.1.0-beta.1, 2.1.0, 2.0.35, 2.0.34, 2.0.33, 2.0.32, 2.0.31, 2.0.30, 2.0.29, 2.0.28, 2.0.27, 2.0.26, 2.0.25, 2.0.24, 2.0.23, 2.0.22",43,"Major, Minor, Patch"
io.dropwizard:dropwizard-request-logging,2.0.21,"4.0.1, 4.0.0-beta.4, 4.0.0-beta.3, 4.0.0-beta.1, 4.0.0, 3.0.1, 3.0.0-beta.5, 3.0.0-beta.4, 3.0.0-beta.3, 3.0.0-beta.2, 3.0.0-beta.1, 3.0.0, 2.1.7, 2.1.6, 2.1.5, 2.1.4, 2.1.3, 2.1.2, 2.1.1, 2.1.0-beta.9, 2.1.0-beta.8, 2.1.0-beta.7, 2.1.0-beta.6, 2.1.0-beta.5, 2.1.0-beta.4, 2.1.0-beta.3, 2.1.0-beta.2, 2.1.0-beta.1, 2.1.0, 2.0.35, 2.0.34, 2.0.33, 2.0.32, 2.0.31, 2.0.30, 2.0.29, 2.0.28, 2.0.27, 2.0.26, 2.0.25, 2.0.24, 2.0.23, 2.0.22",43,"Major, Minor, Patch"
io.dropwizard:dropwizard-servlets,2.0.21,"4.0.1, 4.0.0-beta.4, 4.0.0-beta.3, 4.0.0-beta.1, 4.0.0, 3.0.1, 3.0.0-beta.5, 3.0.0-beta.4, 3.0.0-beta.3, 3.0.0-beta.2, 3.0.0-beta.1, 3.0.0, 2.1.7, 2.1.6, 2.1.5, 2.1.4, 2.1.3, 2.1.2, 2.1.1, 2.1.0-beta.9, 2.1.0-beta.8, 2.1.0-beta.7, 2.1.0-beta.6, 2.1.0-beta.5, 2.1.0-beta.4, 2.1.0-beta.3, 2.1.0-beta.2, 2.1.0-beta.1, 2.1.0, 2.0.35, 2.0.34, 2.0.33, 2.0.32, 2.0.31, 2.0.30, 2.0.29, 2.0.28, 2.0.27, 2.0.26, 2.0.25, 2.0.24, 2.0.23, 2.0.22",43,"Major, Minor, Patch"
io.dropwizard:dropwizard-util,2.0.21,"4.0.1, 4.0.0-beta.4, 4.0.0-beta.3, 4.0.0-beta.1, 4.0.0, 3.0.1, 3.0.0-beta.5, 3.0.0-beta.4, 3.0.0-beta.3, 3.0.0-beta.2, 3.0.0-beta.1, 3.0.0, 2.1.7, 2.1.6, 2.1.5, 2.1.4, 2.1.3, 2.1.2, 2.1.1, 2.1.0-beta.9, 2.1.0-beta.8, 2.1.0-beta.7, 2.1.0-beta.6, 2.1.0-beta.5, 2.1.0-beta.4, 2.1.0-beta.3, 2.1.0-beta.2, 2.1.0-beta.1, 2.1.0, 2.0.35, 2.0.34, 2.0.33, 2.0.32, 2.0.31, 2.0.30, 2.0.29, 2.0.28, 2.0.27, 2.0.26, 2.0.25, 2.0.24, 2.0.23, 2.0.22",43,"Major, Minor, Patch"
io.dropwizard:dropwizard-validation,2.0.21,"4.0.1, 4.0.0-beta.4, 4.0.0-beta.3, 4.0.0-beta.1, 4.0.0, 3.0.1, 3.0.0-beta.5, 3.0.0-beta.4, 3.0.0-beta.3, 3.0.0-beta.2, 3.0.0-beta.1, 3.0.0, 2.1.7, 2.1.6, 2.1.5, 2.1.4, 2.1.3, 2.1.2, 2.1.1, 2.1.0-beta.9, 2.1.0-beta.8, 2.1.0-beta.7, 2.1.0-beta.6, 2.1.0-beta.5, 2.1.0-beta.4, 2.1.0-beta.3, 2.1.0-beta.2, 2.1.0-beta.1, 2.1.0, 2.0.35, 2.0.34, 2.0.33, 2.0.32, 2.0.31, 2.0.30, 2.0.29, 2.0.28, 2.0.27, 2.0.26, 2.0.25, 2.0.24, 2.0.23, 2.0.22",43,"Major, Minor, Patch"
io.dropwizard:dropwizard-views-freemarker,2.0.21,"4.0.1, 4.0.0-beta.4, 4.0.0-beta.3, 4.0.0-beta.1, 4.0.0, 3.0.1, 3.0.0-beta.5, 3.0.0-beta.4, 3.0.0-beta.3, 3.0.0-beta.2, 3.0.0-beta.1, 3.0.0, 2.1.7, 2.1.6, 2.1.5, 2.1.4, 2.1.3, 2.1.2, 2.1.1, 2.1.0-beta.9, 2.1.0-beta.8, 2.1.0-beta.7, 2.1.0-beta.6, 2.1.0-beta.5, 2.1.0-beta.4, 2.1.0-beta.3, 2.1.0-beta.2, 2.1.0-beta.1, 2.1.0, 2.0.35, 2.0.34, 2.0.33, 2.0.32, 2.0.31, 2.0.30, 2.0.29, 2.0.28, 2.0.27, 2.0.26, 2.0.25, 2.0.24, 2.0.23, 2.0.22",43,"Major, Minor, Patch"
io.dropwizard:dropwizard-views-mustache,2.0.21,"4.0.1, 4.0.0-beta.4, 4.0.0-beta.3, 4.0.0-beta.1, 4.0.0, 3.0.1, 3.0.0-beta.5, 3.0.0-beta.4, 3.0.0-beta.3, 3.0.0-beta.2, 3.0.0-beta.1, 3.0.0, 2.1.7, 2.1.6, 2.1.5, 2.1.4, 2.1.3, 2.1.2, 2.1.1, 2.1.0-beta.9, 2.1.0-beta.8, 2.1.0-beta.7, 2.1.0-beta.6, 2.1.0-beta.5, 2.1.0-beta.4, 2.1.0-beta.3, 2.1.0-beta.2, 2.1.0-beta.1, 2.1.0, 2.0.35, 2.0.34, 2.0.33, 2.0.32, 2.0.31, 2.0.30, 2.0.29, 2.0.28, 2.0.27, 2.0.26, 2.0.25, 2.0.24, 2.0.23, 2.0.22",43,"Major, Minor, Patch"
io.dropwizard:dropwizard-views,2.0.21,"4.0.1, 4.0.0-beta.4, 4.0.0-beta.3, 4.0.0-beta.1, 4.0.0, 3.0.1, 3.0.0-beta.5, 3.0.0-beta.4, 3.0.0-beta.3, 3.0.0-beta.2, 3.0.0-beta.1, 3.0.0, 2.1.7, 2.1.6, 2.1.5, 2.1.4, 2.1.3, 2.1.2, 2.1.1, 2.1.0-beta.9, 2.1.0-beta.8, 2.1.0-beta.7, 2.1.0-beta.6, 2.1.0-beta.5, 2.1.0-beta.4, 2.1.0-beta.3, 2.1.0-beta.2, 2.1.0-beta.1, 2.1.0, 2.0.35, 2.0.34, 2.0.33, 2.0.32, 2.0.31, 2.0.30, 2.0.29, 2.0.28, 2.0.27, 2.0.26, 2.0.25, 2.0.24, 2.0.23, 2.0.22",43,"Major, Minor, Patch"
org.checkerframework:checker-qual,3.4.0,"3.9.1, 3.9.0, 3.8.0, 3.7.1, 3.7.0, 3.6.1, 3.6.0, 3.5.0, 3.4.1, 3.36.0, 3.35.0, 3.34.0, 3.33.0, 3.32.0, 3.31.0, 3.30.0, 3.29.0, 3.28.0, 3.27.0, 3.26.0, 3.25.0, 3.24.0, 3.23.0, 3.22.2, 3.22.1, 3.22.0, 3.21.4, 3.21.3, 3.21.2, 3.21.1, 3.21.0, 3.20.0, 3.19.0, 3.18.1, 3.18.0, 3.17.0, 3.16.0, 3.15.0, 3.14.0, 3.13.0, 3.12.0, 3.11.0, 3.10.0",43,"Minor, Patch"
org.redisson:redisson,3.13.3,"3.22.1, 3.22.0, 3.21.3, 3.21.2, 3.21.1, 3.21.0, 3.20.1, 3.20.0, 3.19.3, 3.19.2, 3.19.1, 3.19.0, 3.18.1, 3.18.0, 3.17.7, 3.17.6, 3.17.5, 3.17.4, 3.17.3, 3.17.2, 3.17.1, 3.17.0, 3.16.8, 3.16.7, 3.16.6, 3.16.5, 3.16.4, 3.16.3, 3.16.2, 3.16.1, 3.16.0, 3.15.6, 3.15.5, 3.15.4, 3.15.3, 3.15.2, 3.15.1, 3.15.0, 3.14.1, 3.14.0, 3.13.6, 3.13.5, 3.13.4",43,"Minor, Patch"
com.auth0:java-jwt,3.1.0,"4.4.0, 4.3.0, 4.2.2, 4.2.1, 4.2.0, 4.1.0, 4.0.0-beta.0, 4.0.0, 3.9.0, 3.8.3, 3.8.2, 3.8.1, 3.8.0, 3.7.0, 3.6.0, 3.5.0, 3.4.1, 3.4.0, 3.3.0, 3.2.0, 3.19.4, 3.19.3, 3.19.2, 3.19.1, 3.19.0, 3.18.3, 3.18.2, 3.18.1, 3.18.0, 3.17.0, 3.16.0, 3.15.0, 3.14.0, 3.13.0, 3.12.1, 3.12.0, 3.11.0, 3.10.3, 3.10.2, 3.10.1, 3.10.0",41,"Major, Minor"
org.glassfish.hk2:osgi-resource-locator,1.0.3,"2.5.0-b42, 2.5.0-b41, 2.5.0-b40, 2.5.0-b38, 2.5.0-b37, 2.5.0-b36, 2.5.0-b35, 2.5.0-b34, 2.5.0-b33, 2.5.0-b32, 2.5.0-b31, 2.5.0-b30, 2.5.0-b29, 2.5.0-b28, 2.5.0-b27, 2.5.0-b26, 2.5.0-b25, 2.5.0-b24, 2.5.0-b23, 2.5.0-b22, 2.5.0-b21, 2.5.0-b19, 2.5.0-b18, 2.5.0-b17, 2.5.0-b16, 2.5.0-b15, 2.5.0-b14, 2.5.0-b13, 2.5.0-b12, 2.5.0-b11, 2.5.0-b10, 2.5.0-b09, 2.5.0-b08, 2.5.0-b07, 2.5.0-b06, 2.5.0-b05, 2.5.0-b04, 2.5.0-b03, 2.5.0-b02, 2.5.0-b01, 2.4.0",41,Major
com.google.api:api-common,1.8.1,"2.9.0, 2.8.0, 2.7.0, 2.6.3, 2.6.2, 2.6.1, 2.6.0, 2.5.0, 2.4.0, 2.3.1, 2.2.2, 2.2.1, 2.2.0, 2.13.0, 2.12.0, 2.11.1, 2.11.0, 2.10.0, 2.1.5, 2.1.4, 2.1.3, 2.1.2, 2.1.1, 2.1.0, 2.0.5, 2.0.4, 2.0.2, 2.0.1, 2.0.0, 1.9.3, 1.9.2, 1.9.1, 1.9.0, 1.10.6, 1.10.4, 1.10.3, 1.10.1-sp.1, 1.10.1, 1.10.0",39,"Major, Minor"
ch.qos.logback:logback-access,1.2.11,"1.4.8, 1.4.7, 1.4.6, 1.4.5, 1.4.4, 1.4.3, 1.4.2, 1.4.1, 1.4.0, 1.3.8, 1.3.7, 1.3.6, 1.3.5, 1.3.4, 1.3.3, 1.3.2, 1.3.1, 1.3.0-beta0, 1.3.0-alpha9, 1.3.0-alpha8, 1.3.0-alpha7, 1.3.0-alpha6, 1.3.0-alpha5, 1.3.0-alpha4, 1.3.0-alpha3, 1.3.0-alpha2, 1.3.0-alpha16, 1.3.0-alpha15, 1.3.0-alpha14, 1.3.0-alpha13, 1.3.0-alpha12, 1.3.0-alpha11, 1.3.0-alpha10, 1.3.0-alpha1, 1.3.0-alpha0, 1.3.0, 1.2.4-groovyless, 1.2.12",38,"Minor, Patch"
ch.qos.logback:logback-classic,1.2.11,"1.4.8, 1.4.7, 1.4.6, 1.4.5, 1.4.4, 1.4.3, 1.4.2, 1.4.1, 1.4.0, 1.3.8, 1.3.7, 1.3.6, 1.3.5, 1.3.4, 1.3.3, 1.3.2, 1.3.1, 1.3.0-beta0, 1.3.0-alpha9, 1.3.0-alpha8, 1.3.0-alpha7, 1.3.0-alpha6, 1.3.0-alpha5, 1.3.0-alpha4, 1.3.0-alpha3, 1.3.0-alpha2, 1.3.0-alpha16, 1.3.0-alpha15, 1.3.0-alpha14, 1.3.0-alpha13, 1.3.0-alpha12, 1.3.0-alpha11, 1.3.0-alpha10, 1.3.0-alpha1, 1.3.0-alpha0, 1.3.0, 1.2.4-groovyless, 1.2.12",38,"Minor, Patch"
ch.qos.logback:logback-core,1.2.11,"1.4.8, 1.4.7, 1.4.6, 1.4.5, 1.4.4, 1.4.3, 1.4.2, 1.4.1, 1.4.0, 1.3.8, 1.3.7, 1.3.6, 1.3.5, 1.3.4, 1.3.3, 1.3.2, 1.3.1, 1.3.0-beta0, 1.3.0-alpha9, 1.3.0-alpha8, 1.3.0-alpha7, 1.3.0-alpha6, 1.3.0-alpha5, 1.3.0-alpha4, 1.3.0-alpha3, 1.3.0-alpha2, 1.3.0-alpha16, 1.3.0-alpha15, 1.3.0-alpha14, 1.3.0-alpha13, 1.3.0-alpha12, 1.3.0-alpha11, 1.3.0-alpha10, 1.3.0-alpha1, 1.3.0-alpha0, 1.3.0, 1.2.4-groovyless, 1.2.12",38,"Minor, Patch"
com.graphql-java:java-dataloader,2.1.1,"3.2.0, 3.1.4, 3.1.3, 3.1.2, 3.1.1, 3.1.0-beta1, 3.1.0, 3.0.1, 3.0.0-alpha1, 3.0.0, 2022-09-12T23-25-35-08559ba, 2022-07-16T04-04-35-59b26b8, 2022-07-16T03-49-01-7a59ead, 2022-06-08T10-02-00-d42e37e, 2022-05-19T10-47-42-fa94732, 2022-03-21T23-44-16-7bf46ea, 2022-03-21T23-43-39-16e88d6, 2022-02-15T03-28-59-388c4fd, 2021-12-27T04-53-50-dd96e13, 2021-12-21T07-27-26-7c16e61, 2021-10-29T01-57-17-4253050, 2021-10-22T06-42-01-f492922, 2021-08-19T04-04-25-efb3c9d, 2021-08-09T06-24-29-8836d7e, 2021-07-17T01-39-28-682c652, 2021-07-06T10-04-47-f2457ec, 2021-07-05T11-59-26-7e2e609, 2021-06-27T00-42-24-11a7348, 2021-06-26T05-14-49-77a8ed3, 2021-06-26T01-14-50-b570b56, 2021-06-25T00-59-41-0eec4c8, 2021-03-30T02-56-19-5805475, 2021-03-30T02-06-56-9a47743, 2021-03-29T22-36-40-f9b01ad, 2.2.3, 2.2.1, 2.2.0, 2.1.2",38,"Major, Minor, Patch"
org.glassfish.hk2:hk2-locator,2.5.0-b32,"3.0.4, 3.0.3, 3.0.2, 3.0.1, 3.0.0-RC1, 3.0.0-M2, 3.0.0, 2.6.1, 2.6.0, 2.5.0-b63, 2.5.0-b62, 2.5.0-b61, 2.5.0-b60, 2.5.0-b59, 2.5.0-b58, 2.5.0-b57, 2.5.0-b56, 2.5.0-b55, 2.5.0-b54, 2.5.0-b53, 2.5.0-b52, 2.5.0-b50, 2.5.0-b49, 2.5.0-b48, 2.5.0-b47, 2.5.0-b46, 2.5.0-b45, 2.5.0-b44, 2.5.0-b43, 2.5.0-b42, 2.5.0-b41, 2.5.0-b40, 2.5.0-b38, 2.5.0-b37, 2.5.0-b36, 2.5.0-b35, 2.5.0-b34, 2.5.0-b33",38,"Major, Minor, Patch"
org.elasticsearch:elasticsearch-geo,7.17.7,"8.8.2, 8.8.1, 8.8.0, 8.7.1, 8.7.0, 8.6.2, 8.6.1, 8.6.0, 8.5.3, 8.5.2, 8.5.1, 8.5.0, 8.4.3, 8.4.2, 8.4.1, 8.4.0, 8.3.3, 8.3.2, 8.3.1, 8.3.0, 8.2.3, 8.2.2, 8.2.1, 8.2.0, 8.1.3, 8.1.2, 8.1.1, 8.1.0, 8.0.1, 8.0.0-rc2, 8.0.0-rc1, 8.0.0-beta1, 8.0.0, 7.17.9, 7.17.8, 7.17.11, 7.17.10",37,"Major, Patch"
org.elasticsearch.client:elasticsearch-rest-client,7.17.7,"8.8.2, 8.8.1, 8.8.0, 8.7.1, 8.7.0, 8.6.2, 8.6.1, 8.6.0, 8.5.3, 8.5.2, 8.5.1, 8.5.0, 8.4.3, 8.4.2, 8.4.1, 8.4.0, 8.3.3, 8.3.2, 8.3.1, 8.3.0, 8.2.3, 8.2.2, 8.2.1, 8.2.0, 8.1.3, 8.1.2, 8.1.1, 8.1.0, 8.0.1, 8.0.0-rc2, 8.0.0-rc1, 8.0.0, 7.17.9, 7.17.8, 7.17.11, 7.17.10",36,"Major, Patch"
org.elasticsearch:elasticsearch-cli,7.17.7,"8.8.2, 8.8.1, 8.8.0, 8.7.1, 8.7.0, 8.6.2, 8.6.1, 8.6.0, 8.5.3, 8.5.2, 8.5.1, 8.5.0, 8.4.3, 8.4.2, 8.4.1, 8.4.0, 8.3.3, 8.3.2, 8.3.1, 8.3.0, 8.2.3, 8.2.2, 8.2.1, 8.2.0, 8.1.3, 8.1.2, 8.1.1, 8.1.0, 8.0.1, 8.0.0-rc2, 8.0.0-rc1, 8.0.0, 7.17.9, 7.17.8, 7.17.11, 7.17.10",36,"Major, Patch"
org.elasticsearch:elasticsearch-core,7.17.7,"8.8.2, 8.8.1, 8.8.0, 8.7.1, 8.7.0, 8.6.2, 8.6.1, 8.6.0, 8.5.3, 8.5.2, 8.5.1, 8.5.0, 8.4.3, 8.4.2, 8.4.1, 8.4.0, 8.3.3, 8.3.2, 8.3.1, 8.3.0, 8.2.3, 8.2.2, 8.2.1, 8.2.0, 8.1.3, 8.1.2, 8.1.1, 8.1.0, 8.0.1, 8.0.0-rc2, 8.0.0-rc1, 8.0.0, 7.17.9, 7.17.8, 7.17.11, 7.17.10",36,"Major, Patch"
org.elasticsearch:elasticsearch-secure-sm,7.17.7,"8.8.2, 8.8.1, 8.8.0, 8.7.1, 8.7.0, 8.6.2, 8.6.1, 8.6.0, 8.5.3, 8.5.2, 8.5.1, 8.5.0, 8.4.3, 8.4.2, 8.4.1, 8.4.0, 8.3.3, 8.3.2, 8.3.1, 8.3.0, 8.2.3, 8.2.2, 8.2.1, 8.2.0, 8.1.3, 8.1.2, 8.1.1, 8.1.0, 8.0.1, 8.0.0-rc2, 8.0.0-rc1, 8.0.0, 7.17.9, 7.17.8, 7.17.11, 7.17.10",36,"Major, Patch"
org.elasticsearch:elasticsearch-x-content,7.17.7,"8.8.2, 8.8.1, 8.8.0, 8.7.1, 8.7.0, 8.6.2, 8.6.1, 8.6.0, 8.5.3, 8.5.2, 8.5.1, 8.5.0, 8.4.3, 8.4.2, 8.4.1, 8.4.0, 8.3.3, 8.3.2, 8.3.1, 8.3.0, 8.2.3, 8.2.2, 8.2.1, 8.2.0, 8.1.3, 8.1.2, 8.1.1, 8.1.0, 8.0.1, 8.0.0-rc2, 8.0.0-rc1, 8.0.0, 7.17.9, 7.17.8, 7.17.11, 7.17.10",36,"Major, Patch"
org.elasticsearch:elasticsearch,7.17.7,"8.8.2, 8.8.1, 8.8.0, 8.7.1, 8.7.0, 8.6.2, 8.6.1, 8.6.0, 8.5.3, 8.5.2, 8.5.1, 8.5.0, 8.4.3, 8.4.2, 8.4.1, 8.4.0, 8.3.3, 8.3.2, 8.3.1, 8.3.0, 8.2.3, 8.2.2, 8.2.1, 8.2.0, 8.1.3, 8.1.2, 8.1.1, 8.1.0, 8.0.1, 8.0.0-rc2, 8.0.0-rc1, 8.0.0, 7.17.9, 7.17.8, 7.17.11, 7.17.10",36,"Major, Patch"
org.eclipse.jetty:jetty-alpn-server,9.4.51.v20230217,"12.0.0.beta2, 12.0.0.beta1, 12.0.0.beta0, 12.0.0.alpha3, 12.0.0.alpha2, 12.0.0.alpha1, 12.0.0.alpha0, 11.0.9, 11.0.8, 11.0.7, 11.0.6, 11.0.5, 11.0.4, 11.0.3, 11.0.2, 11.0.15, 11.0.14, 11.0.13, 11.0.12, 11.0.11, 11.0.10, 10.0.9, 10.0.8, 10.0.7, 10.0.6, 10.0.5, 10.0.4, 10.0.3, 10.0.2, 10.0.15, 10.0.14, 10.0.13, 10.0.12, 10.0.11, 10.0.10",35,Major
org.eclipse.jetty:jetty-client,9.4.51.v20230217,"12.0.0.beta2, 12.0.0.beta1, 12.0.0.beta0, 12.0.0.alpha3, 12.0.0.alpha2, 12.0.0.alpha1, 12.0.0.alpha0, 11.0.9, 11.0.8, 11.0.7, 11.0.6, 11.0.5, 11.0.4, 11.0.3, 11.0.2, 11.0.15, 11.0.14, 11.0.13, 11.0.12, 11.0.11, 11.0.10, 10.0.9, 10.0.8, 10.0.7, 10.0.6, 10.0.5, 10.0.4, 10.0.3, 10.0.2, 10.0.15, 10.0.14, 10.0.13, 10.0.12, 10.0.11, 10.0.10",35,Major
