Artifact,Current Version,Newer Versions,Num Newer Versions,Upgrades Available
io.grpc:grpc-alts,1.48.0,"1.56.1, 1.56.0, 1.55.3, 1.55.1, 1.54.2, 1.54.1, 1.54.0, 1.53.0, 1.52.1, 1.52.0, 1.51.3, 1.51.1, 1.51.0, 1.50.3, 1.50.2, 1.50.1, 1.50.0, 1.49.2, 1.49.1, 1.49.0, 1.48.2, 1.48.1",22,"Minor, Patch"
io.grpc:grpc-api,1.48.0,"1.56.1, 1.56.0, 1.55.3, 1.55.1, 1.54.2, 1.54.1, 1.54.0, 1.53.0, 1.52.1, 1.52.0, 1.51.3, 1.51.1, 1.51.0, 1.50.3, 1.50.2, 1.50.1, 1.50.0, 1.49.2, 1.49.1, 1.49.0, 1.48.2, 1.48.1",22,"Minor, Patch"
io.grpc:grpc-auth,1.48.0,"1.56.1, 1.56.0, 1.55.3, 1.55.1, 1.54.2, 1.54.1, 1.54.0, 1.53.0, 1.52.1, 1.52.0, 1.51.3, 1.51.1, 1.51.0, 1.50.3, 1.50.2, 1.50.1, 1.50.0, 1.49.2, 1.49.1, 1.49.0, 1.48.2, 1.48.1",22,"Minor, Patch"
io.grpc:grpc-context,1.48.0,"1.56.1, 1.56.0, 1.55.3, 1.55.1, 1.54.2, 1.54.1, 1.54.0, 1.53.0, 1.52.1, 1.52.0, 1.51.3, 1.51.1, 1.51.0, 1.50.3, 1.50.2, 1.50.1, 1.50.0, 1.49.2, 1.49.1, 1.49.0, 1.48.2, 1.48.1",22,"Minor, Patch"
io.grpc:grpc-core,1.48.0,"1.56.1, 1.56.0, 1.55.3, 1.55.1, 1.54.2, 1.54.1, 1.54.0, 1.53.0, 1.52.1, 1.52.0, 1.51.3, 1.51.1, 1.51.0, 1.50.3, 1.50.2, 1.50.1, 1.50.0, 1.49.2, 1.49.1, 1.49.0, 1.48.2, 1.48.1",22,"Minor, Patch"
io.grpc:grpc-grpclb,1.48.0,"1.56.1, 1.56.0, 1.55.3, 1.55.1, 1.54.2, 1.54.1, 1.54.0, 1.53.0, 1.52.1, 1.52.0, 1.51.3, 1.51.1, 1.51.0, 1.50.3, 1.50.2, 1.50.1, 1.50.0, 1.49.2, 1.49.1, 1.49.0, 1.48.2, 1.48.1",22,"Minor, Patch"
io.grpc:grpc-netty-shaded,1.48.0,"1.56.1, 1.56.0, 1.55.3, 1.55.1, 1.54.2, 1.54.1, 1.54.0, 1.53.0, 1.52.1, 1.52.0, 1.51.3, 1.51.1, 1.51.0, 1.50.3, 1.50.2, 1.50.1, 1.50.0, 1.49.2, 1.49.1, 1.49.0, 1.48.2, 1.48.1",22,"Minor, Patch"
io.grpc:grpc-netty,1.48.0,"1.56.1, 1.56.0, 1.55.3, 1.55.1, 1.54.2, 1.54.1, 1.54.0, 1.53.0, 1.52.1, 1.52.0, 1.51.3, 1.51.1, 1.51.0, 1.50.3, 1.50.2, 1.50.1, 1.50.0, 1.49.2, 1.49.1, 1.49.0, 1.48.2, 1.48.1",22,"Minor, Patch"
io.rest-assured:rest-assured,3.2.0,"5.3.1, 5.3.0, 5.2.1, 5.2.0, 5.1.1, 5.1.0, 5.0.1, 5.0.0, 4.5.1, 4.5.0, 4.4.0, 4.3.3, 4.3.2, 4.3.1, 4.3.0, 4.2.1, 4.2.0, 4.1.2, 4.1.1, 4.1.0, 4.0.0, 3.3.0",22,"Major, Minor"
io.rest-assured:rest-assured,3.2.0,"5.3.1, 5.3.0, 5.2.1, 5.2.0, 5.1.1, 5.1.0, 5.0.1, 5.0.0, 4.5.1, 4.5.0, 4.4.0, 4.3.3, 4.3.2, 4.3.1, 4.3.0, 4.2.1, 4.2.0, 4.1.2, 4.1.1, 4.1.0, 4.0.0, 3.3.0",22,"Major, Minor"
com.azure:azure-storage-common,12.15.1,"12.22.0-beta.1, 12.21.2, 12.21.1, 12.21.0-beta.1, 12.21.0, 12.20.1, 12.20.0-beta.1, 12.20.0, 12.19.3, 12.19.2, 12.19.1, 12.19.0-beta.1, 12.19.0, 12.18.1, 12.18.0, 12.17.0-beta.1, 12.17.0, 12.16.1, 12.16.0-beta.1, 12.16.0, 12.15.2",21,"Minor, Patch"
com.esotericsoftware:kryo,4.0.3,"5.5.0, 5.4.0, 5.3.0, 5.2.1, 5.2.0, 5.1.1, 5.1.0, 5.0.4, 5.0.3, 5.0.2, 5.0.1, 5.0.0-RC9, 5.0.0-RC8, 5.0.0-RC7, 5.0.0-RC6, 5.0.0-RC5, 5.0.0-RC4, 5.0.0-RC3, 5.0.0-RC2, 5.0.0-RC1, 5.0.0",21,Major
com.github.fge:json-schema-core,1.0.1,"1.2.5, 1.2.4, 1.2.3, 1.2.1, 1.2.0, 1.1.9, 1.1.8, 1.1.7, 1.1.6, 1.1.5, 1.1.4, 1.1.3, 1.1.2, 1.1.11, 1.1.10, 1.1.1, 1.1.0, 1.0.4, 1.0.3, 1.0.2",20,"Minor, Patch"
io.projectreactor:reactor-core,3.4.18,"3.5.7, 3.5.6, 3.5.5, 3.5.4, 3.5.3, 3.5.2, 3.5.1, 3.5.0, 3.4.30, 3.4.29, 3.4.28, 3.4.27, 3.4.26, 3.4.25, 3.4.24, 3.4.23, 3.4.22, 3.4.21, 3.4.20, 3.4.19",20,"Minor, Patch"
io.sundr:sundr-codegen,0.21.0,"1.14.0, 0.40.1, 0.40.0, 0.30.6, 0.30.5, 0.30.4, 0.30.3, 0.30.2, 0.30.1, 0.30.0, 0.25.1, 0.25.0, 0.24.3, 0.24.2, 0.24.1, 0.24.0, 0.23.1, 0.23.0, 0.22.1, 0.22.0",20,"Major, Minor"
org.codehaus.janino:commons-compiler,3.0.6,"3.1.9, 3.1.8, 3.1.7, 3.1.6, 3.1.4, 3.1.3, 3.1.2, 3.1.10, 3.1.1, 3.1.0, 3.0.9, 3.0.8, 3.0.7, 3.0.16, 3.0.15, 3.0.14, 3.0.13, 3.0.12, 3.0.11, 3.0.10",20,"Minor, Patch"
org.codehaus.janino:janino,3.0.6,"3.1.9, 3.1.8, 3.1.7, 3.1.6, 3.1.4, 3.1.3, 3.1.2, 3.1.10, 3.1.1, 3.1.0, 3.0.9, 3.0.8, 3.0.7, 3.0.16, 3.0.15, 3.0.14, 3.0.13, 3.0.12, 3.0.11, 3.0.10",20,"Minor, Patch"
com.github.scribejava:scribejava-apis,6.2.0,"8.3.3, 8.3.2, 8.3.1, 8.3.0, 8.2.0, 8.1.0, 8.0.0, 7.1.1, 7.0.0, 6.9.0, 6.8.1, 6.8.0, 6.7.0, 6.6.3, 6.6.2, 6.5.1, 6.5.0, 6.4.1, 6.3.0",19,"Major, Minor"
com.github.scribejava:scribejava-core,6.2.0,"8.3.3, 8.3.2, 8.3.1, 8.3.0, 8.2.0, 8.1.0, 8.0.0, 7.1.1, 7.0.0, 6.9.0, 6.8.1, 6.8.0, 6.7.0, 6.6.3, 6.6.2, 6.5.1, 6.5.0, 6.4.1, 6.3.0",19,"Major, Minor"
com.github.vladimir-bukhtoyarov:bucket4j-core,4.8.0,"7.6.0, 7.5.0, 7.4.0, 7.3.0, 7.2.0, 7.1.0, 7.0.0-beta-2020-04-18, 7.0.0, 6.4.1, 6.4.0, 6.3.0, 6.2.0, 6.1.0, 6.0.2, 6.0.1, 6.0.0, 5.0.0-beta.01-09-2020, 4.9.0, 4.10.0",19,"Major, Minor"
com.google.protobuf:protobuf-java-util,3.21.7,"3.23.3, 3.23.2, 3.23.1, 3.23.0-RC3, 3.23.0-RC2, 3.23.0, 3.22.5, 3.22.4, 3.22.3, 3.22.2, 3.22.1, 3.22.0-RC3, 3.22.0-RC1, 3.22.0, 3.21.9, 3.21.8, 3.21.12, 3.21.11, 3.21.10",19,"Minor, Patch"
com.google.protobuf:protobuf-java,3.21.7,"3.23.3, 3.23.2, 3.23.1, 3.23.0-RC3, 3.23.0-RC2, 3.23.0, 3.22.5, 3.22.4, 3.22.3, 3.22.2, 3.22.1, 3.22.0-RC3, 3.22.0-RC1, 3.22.0, 3.21.9, 3.21.8, 3.21.12, 3.21.11, 3.21.10",19,"Minor, Patch"
org.glassfish:javax.el,3.0.0,"3.0.1-b12, 3.0.1-b11, 3.0.1-b10, 3.0.1-b09, 3.0.1-b08, 3.0.1-b07, 3.0.1-b06, 3.0.1-b05, 3.0.1-b04, 3.0.1-b03, 3.0.1-b02, 3.0.1-b01, 3.0-b07, 3.0-b06, 3.0-b05, 3.0-b04, 3.0-b03, 3.0-b02, 3.0-b01",19,"Minor, Patch"
org.jsoup:jsoup,1.8.3,"1.9.2, 1.9.1, 1.16.1, 1.15.4, 1.15.3, 1.15.2, 1.15.1, 1.14.3, 1.14.2, 1.14.1, 1.13.1, 1.12.2, 1.12.1, 1.11.3, 1.11.2, 1.11.1, 1.10.3, 1.10.2, 1.10.1",19,Minor
org.jsoup:jsoup,1.8.3,"1.9.2, 1.9.1, 1.16.1, 1.15.4, 1.15.3, 1.15.2, 1.15.1, 1.14.3, 1.14.2, 1.14.1, 1.13.1, 1.12.2, 1.12.1, 1.11.3, 1.11.2, 1.11.1, 1.10.3, 1.10.2, 1.10.1",19,Minor
dnsjava:dnsjava,2.1.8,"3.5.2, 3.5.1, 3.5.0, 3.4.3, 3.4.2, 3.4.1, 3.4.0, 3.3.1, 3.3.0, 3.2.2, 3.2.1, 3.2.0, 3.1.0, 3.0.2, 3.0.1, 3.0.0-next.1, 3.0.0, 2.1.9",18,"Major, Patch"
io.projectreactor.netty:reactor-netty,1.0.24,"1.1.8, 1.1.7, 1.1.6, 1.1.5, 1.1.4, 1.1.3, 1.1.2, 1.1.1, 1.1.0, 1.0.33, 1.0.32, 1.0.31, 1.0.30, 1.0.29, 1.0.28, 1.0.27, 1.0.26, 1.0.25",18,"Minor, Patch"
io.projectreactor.netty:reactor-netty-core,1.0.24,"1.1.8, 1.1.7, 1.1.6, 1.1.5, 1.1.4, 1.1.3, 1.1.2, 1.1.1, 1.1.0, 1.0.33, 1.0.32, 1.0.31, 1.0.30, 1.0.29, 1.0.28, 1.0.27, 1.0.26, 1.0.25",18,"Minor, Patch"
io.projectreactor.netty:reactor-netty-http,1.0.24,"1.1.8, 1.1.7, 1.1.6, 1.1.5, 1.1.4, 1.1.3, 1.1.2, 1.1.1, 1.1.0, 1.0.33, 1.0.32, 1.0.31, 1.0.30, 1.0.29, 1.0.28, 1.0.27, 1.0.26, 1.0.25",18,"Minor, Patch"
javax.servlet:javax.servlet-api,3.1.0,"4.0.1, 4.0.0-b07, 4.0.0-b06, 4.0.0-b05, 4.0.0-b04, 4.0.0-b03, 4.0.0-b02, 4.0.0-b01, 4.0.0, 3.1-b09, 3.1-b08, 3.1-b07, 3.1-b06, 3.1-b05, 3.1-b04, 3.1-b03, 3.1-b02, 3.1-b01",18,"Major, Minor"
net.openhft:affinity,3.2.2,"3.23ea1, 3.23ea0, 3.23.3, 3.23.2, 3.21ea83, 3.21ea82, 3.21ea81, 3.21ea80, 3.21ea5, 3.21ea4, 3.21ea3, 3.21ea2, 3.21ea1.1, 3.21ea1, 3.21ea0, 3.20.0, 3.2.4, 3.2.3",18,"Minor, Patch"
org.springframework.batch:spring-batch-core,4.2.2.RELEASE,"5.0.2, 5.0.1, 5.0.0, 4.3.8, 4.3.7, 4.3.6, 4.3.5, 4.3.4, 4.3.3, 4.3.2, 4.3.1, 4.3.0, 4.2.8.RELEASE, 4.2.7.RELEASE, 4.2.6.RELEASE, 4.2.5.RELEASE, 4.2.4.RELEASE, 4.2.3.RELEASE",18,"Major, Minor, Patch"
com.squareup.okio:okio,2.8.0,"3.3.0, 3.2.0, 3.1.0, 3.0.0-alpha.9, 3.0.0-alpha.8, 3.0.0-alpha.7, 3.0.0-alpha.6, 3.0.0-alpha.5, 3.0.0-alpha.4, 3.0.0-alpha.3, 3.0.0-alpha.2, 3.0.0-alpha.11, 3.0.0-alpha.10, 3.0.0-alpha.1, 3.0.0, 2.9.0, 2.10.0",17,"Major, Minor"
joda-time:joda-time,2.10.6,"2.12.5, 2.12.4, 2.12.3, 2.12.2, 2.12.1, 2.12.0, 2.11.2, 2.11.1, 2.11.0, 2.10.9, 2.10.8, 2.10.7, 2.10.14, 2.10.13, 2.10.12, 2.10.11, 2.10.10",17,"Minor, Patch"
org.apache.kafka:connect-api,2.8.1,"3.5.0, 3.4.1, 3.4.0, 3.3.2, 3.3.1, 3.3.0, 3.2.3, 3.2.2, 3.2.1, 3.2.0, 3.1.2, 3.1.1, 3.1.0, 3.0.2, 3.0.1, 3.0.0, 2.8.2",17,"Major, Patch"
org.apache.kafka:kafka-clients,2.8.1,"3.5.0, 3.4.1, 3.4.0, 3.3.2, 3.3.1, 3.3.0, 3.2.3, 3.2.2, 3.2.1, 3.2.0, 3.1.2, 3.1.1, 3.1.0, 3.0.2, 3.0.1, 3.0.0, 2.8.2",17,"Major, Patch"
org.apache.maven:maven-plugin-api,3.6.3,"4.0.0-alpha-7, 4.0.0-alpha-5, 4.0.0-alpha-4, 4.0.0-alpha-3, 4.0.0-alpha-2, 3.9.3, 3.9.2, 3.9.1, 3.9.0, 3.8.8, 3.8.7, 3.8.6, 3.8.5, 3.8.4, 3.8.3, 3.8.2, 3.8.1",17,"Major, Minor"
org.apache.maven:maven-plugin-api,3.6.3,"4.0.0-alpha-7, 4.0.0-alpha-5, 4.0.0-alpha-4, 4.0.0-alpha-3, 4.0.0-alpha-2, 3.9.3, 3.9.2, 3.9.1, 3.9.0, 3.8.8, 3.8.7, 3.8.6, 3.8.5, 3.8.4, 3.8.3, 3.8.2, 3.8.1",17,"Major, Minor"
org.jetbrains.kotlin:kotlin-stdlib-common,1.7.20,"1.9.0-RC, 1.9.0-Beta, 1.8.22, 1.8.21, 1.8.20-RC2, 1.8.20-RC, 1.8.20-Beta, 1.8.20, 1.8.10, 1.8.0-RC2, 1.8.0-RC, 1.8.0-Beta, 1.8.0, 1.7.22, 1.7.21, 1.7.20-RC, 1.7.20-Beta",17,"Minor, Patch"
org.jetbrains.kotlin:kotlin-stdlib-jdk7,1.7.20,"1.9.0-RC, 1.9.0-Beta, 1.8.22, 1.8.21, 1.8.20-RC2, 1.8.20-RC, 1.8.20-Beta, 1.8.20, 1.8.10, 1.8.0-RC2, 1.8.0-RC, 1.8.0-Beta, 1.8.0, 1.7.22, 1.7.21, 1.7.20-RC, 1.7.20-Beta",17,"Minor, Patch"
org.jetbrains.kotlin:kotlin-stdlib-jdk8,1.7.20,"1.9.0-RC, 1.9.0-Beta, 1.8.22, 1.8.21, 1.8.20-RC2, 1.8.20-RC, 1.8.20-Beta, 1.8.20, 1.8.10, 1.8.0-RC2, 1.8.0-RC, 1.8.0-Beta, 1.8.0, 1.7.22, 1.7.21, 1.7.20-RC, 1.7.20-Beta",17,"Minor, Patch"
org.jetbrains.kotlin:kotlin-stdlib,1.7.20,"1.9.0-RC, 1.9.0-Beta, 1.8.22, 1.8.21, 1.8.20-RC2, 1.8.20-RC, 1.8.20-Beta, 1.8.20, 1.8.10, 1.8.0-RC2, 1.8.0-RC, 1.8.0-Beta, 1.8.0, 1.7.22, 1.7.21, 1.7.20-RC, 1.7.20-Beta",17,"Minor, Patch"
org.sonatype.nexus.plugins:nexus-restlet1x-model,2.14.18-01,"3.0.0-b2015020701, 3.0.0-b2014101001, 2.15.1-02, 2.15.0-04, 2.14.9-01, 2.14.8-01, 2.14.7-01, 2.14.6-02, 2.14.5-02, 2.14.4-03, 2.14.4-01, 2.14.3-02, 2.14.21-02, 2.14.20-02, 2.14.20-01, 2.14.2-01, 2.14.19-01",17,"Major, Minor, Patch"
com.azure:azure-containers-containerregistry,1.0.3,"1.1.1, 1.1.0-beta.4, 1.1.0-beta.3, 1.1.0-beta.2, 1.1.0-beta.1, 1.1.0, 1.0.9, 1.0.8, 1.0.7, 1.0.6, 1.0.5, 1.0.4, 1.0.14, 1.0.13, 1.0.12, 1.0.11",16,"Minor, Patch"
com.google.api.grpc:proto-google-common-protos,2.9.6,"2.21.0, 2.20.0, 2.19.1, 2.19.0, 2.18.0, 2.17.0, 2.16.0, 2.15.0, 2.14.3, 2.14.2, 2.14.1, 2.14.0, 2.13.0, 2.12.0, 2.11.0, 2.10.0",16,Minor
org.codehaus.plexus:plexus-utils,3.0.20,"4.0.0, 3.5.1, 3.5.0, 3.4.2, 3.4.1, 3.4.0, 3.3.1, 3.3.0, 3.2.1, 3.2.0, 3.1.1, 3.1.0, 3.0.24, 3.0.23, 3.0.22, 3.0.21",16,"Major, Minor, Patch"
org.jetbrains:annotations,13.0,"24.0.1, 24.0.0, 23.1.0, 23.0.0, 22.0.0, 21.0.1, 21.0.0, 20.1.0, 20.0.0, 19.0.0, 18.0.0, 17.0.0, 16.0.3, 16.0.2, 16.0.1, 15.0",16,Major
org.springframework.data:spring-data-commons,2.7.7,"3.1.1, 3.1.0, 3.0.7, 3.0.6, 3.0.5, 3.0.4, 3.0.3, 3.0.2, 3.0.1, 3.0.0, 2.7.9, 2.7.8, 2.7.13, 2.7.12, 2.7.11, 2.7.10",16,"Major, Patch"
org.springframework.data:spring-data-mongodb,3.4.7,"4.1.1, 4.1.0, 4.0.7, 4.0.6, 4.0.5, 4.0.4, 4.0.3, 4.0.2, 4.0.1, 4.0.0, 3.4.9, 3.4.8, 3.4.13, 3.4.12, 3.4.11, 3.4.10",16,"Major, Patch"
org.threeten:threetenbp,1.4.1,"1.6.8, 1.6.7, 1.6.6, 1.6.5, 1.6.4, 1.6.3, 1.6.2, 1.6.1, 1.6.0, 1.5.2, 1.5.1, 1.5.0, 1.4.5, 1.4.4, 1.4.3, 1.4.2",16,"Minor, Patch"
org.xmlunit:xmlunit-matchers,2.3.0,"2.9.1, 2.9.0, 2.8.4, 2.8.3, 2.8.2, 2.8.1, 2.8.0, 2.7.0, 2.6.4, 2.6.3, 2.6.2, 2.6.1, 2.6.0, 2.5.1, 2.5.0, 2.4.0",16,Minor
com.azure.resourcemanager:azure-resourcemanager-appservice,2.14.0,"2.28.0, 2.27.0, 2.26.1, 2.26.0, 2.25.0, 2.24.0, 2.23.0, 2.22.0, 2.21.0, 2.20.0, 2.19.0, 2.18.0, 2.17.0, 2.16.0, 2.15.0",15,Minor
com.azure.resourcemanager:azure-resourcemanager-containerregistry,2.14.0,"2.28.0, 2.27.0, 2.26.0, 2.25.0, 2.24.0-beta.1, 2.24.0, 2.23.0, 2.22.0, 2.21.0, 2.20.0, 2.19.0, 2.18.0, 2.17.0, 2.16.0, 2.15.0",15,Minor
com.azure.resourcemanager:azure-resourcemanager-containerservice,2.14.0,"2.28.0, 2.27.0, 2.26.0, 2.25.0-beta.1, 2.25.0, 2.24.0, 2.23.0, 2.22.0, 2.21.0, 2.20.0, 2.19.0, 2.18.0, 2.17.0, 2.16.0, 2.15.0",15,Minor
com.azure.resourcemanager:azure-resourcemanager-monitor,2.14.0,"2.28.0, 2.27.0-beta.1, 2.27.0, 2.26.0, 2.25.0, 2.24.0, 2.23.0, 2.22.0, 2.21.0, 2.20.0, 2.19.0, 2.18.0, 2.17.0, 2.16.0, 2.15.0",15,Minor
com.azure:azure-security-keyvault-keys,4.4.1,"4.6.3, 4.6.2, 4.6.1, 4.6.0-beta.1, 4.6.0, 4.5.4, 4.5.3, 4.5.2, 4.5.1, 4.5.0, 4.4.6, 4.4.5, 4.4.4, 4.4.3, 4.4.2",15,"Minor, Patch"
com.google.api.grpc:proto-google-cloud-secretmanager-v1,2.5.0,"2.9.0, 2.8.0, 2.7.0, 2.6.0, 2.20.0, 2.19.0, 2.18.0, 2.17.0, 2.16.0, 2.15.0, 2.14.0, 2.13.0, 2.12.0, 2.11.0, 2.10.0",15,Minor
com.google.api:gax-httpjson,0.105.0,"2.30.0, 0.114.0, 0.113.1, 0.113.0, 0.112.0, 0.111.0, 0.110.0, 0.109.0, 0.108.3, 0.108.2, 0.108.1, 0.108.0, 0.107.0, 0.106.0, 0.105.1",15,"Major, Minor, Patch"
com.microsoft.azure:msal4j,1.11.0,"1.14.1-beta, 1.14.0-beta, 1.13.8, 1.13.7, 1.13.6, 1.13.5, 1.13.4, 1.13.3, 1.13.2, 1.13.1, 1.13.0, 1.12.0, 1.11.3, 1.11.2, 1.11.1",15,"Minor, Patch"
com.squareup.okhttp3:logging-interceptor,4.9.2,"5.0.0-alpha.9, 5.0.0-alpha.8, 5.0.0-alpha.7, 5.0.0-alpha.6, 5.0.0-alpha.5, 5.0.0-alpha.4, 5.0.0-alpha.3, 5.0.0-alpha.2, 5.0.0-alpha.11, 5.0.0-alpha.10, 5.0.0-alpha.1, 4.9.3, 4.11.0, 4.10.0-RC1, 4.10.0",15,"Major, Minor, Patch"
com.squareup.okhttp3:okhttp-urlconnection,4.9.2,"5.0.0-alpha.9, 5.0.0-alpha.8, 5.0.0-alpha.7, 5.0.0-alpha.6, 5.0.0-alpha.5, 5.0.0-alpha.4, 5.0.0-alpha.3, 5.0.0-alpha.2, 5.0.0-alpha.11, 5.0.0-alpha.10, 5.0.0-alpha.1, 4.9.3, 4.11.0, 4.10.0-RC1, 4.10.0",15,"Major, Minor, Patch"
com.squareup.okhttp3:okhttp,4.9.2,"5.0.0-alpha.9, 5.0.0-alpha.8, 5.0.0-alpha.7, 5.0.0-alpha.6, 5.0.0-alpha.5, 5.0.0-alpha.4, 5.0.0-alpha.3, 5.0.0-alpha.2, 5.0.0-alpha.11, 5.0.0-alpha.10, 5.0.0-alpha.1, 4.9.3, 4.11.0, 4.10.0-RC1, 4.10.0",15,"Major, Minor, Patch"
com.squareup.okhttp3:mockwebserver,4.9.2,"5.0.0-alpha.9, 5.0.0-alpha.8, 5.0.0-alpha.7, 5.0.0-alpha.6, 5.0.0-alpha.5, 5.0.0-alpha.4, 5.0.0-alpha.3, 5.0.0-alpha.2, 5.0.0-alpha.11, 5.0.0-alpha.10, 5.0.0-alpha.1, 4.9.3, 4.11.0, 4.10.0-RC1, 4.10.0",15,"Major, Minor, Patch"
io.grpc:grpc-protobuf-lite,1.50.1,"1.56.1, 1.56.0, 1.55.3, 1.55.1, 1.54.2, 1.54.1, 1.54.0, 1.53.0, 1.52.1, 1.52.0, 1.51.3, 1.51.1, 1.51.0, 1.50.3, 1.50.2",15,"Minor, Patch"
io.grpc:grpc-protobuf,1.50.1,"1.56.1, 1.56.0, 1.55.3, 1.55.1, 1.54.2, 1.54.1, 1.54.0, 1.53.0, 1.52.1, 1.52.0, 1.51.3, 1.51.1, 1.51.0, 1.50.3, 1.50.2",15,"Minor, Patch"
io.grpc:grpc-services,1.50.1,"1.56.1, 1.56.0, 1.55.3, 1.55.1, 1.54.2, 1.54.1, 1.54.0, 1.53.0, 1.52.1, 1.52.0, 1.51.3, 1.51.1, 1.51.0, 1.50.3, 1.50.2",15,"Minor, Patch"
io.grpc:grpc-stub,1.50.1,"1.56.1, 1.56.0, 1.55.3, 1.55.1, 1.54.2, 1.54.1, 1.54.0, 1.53.0, 1.52.1, 1.52.0, 1.51.3, 1.51.1, 1.51.0, 1.50.3, 1.50.2",15,"Minor, Patch"
io.prometheus:simpleclient_servlet,0.3.0,"0.9.0, 0.8.1, 0.8.0, 0.7.0, 0.6.0, 0.5.0, 0.4.0, 0.16.0, 0.15.0, 0.14.1, 0.14.0, 0.13.0, 0.12.0, 0.11.0, 0.10.0",15,Minor
jaxen:jaxen,1.1.6,"full, 2.0.0-beta-1, 2.0.0, 1.2.0, 1.1-beta-9, 1.1-beta-8, 1.1-beta-7, 1.1-beta-6, 1.1-beta-5, 1.1-beta-4, 1.1-beta-3, 1.1-beta-2, 1.1-beta-12, 1.1-beta-11, 1.1-beta-10",15,"Major, Minor"
org.ldaptive:ldaptive,1.2.3,"2.1.2, 2.1.1, 2.1.0, 2.0.1, 2.0.0-RC5, 2.0.0-RC4, 2.0.0-RC3, 2.0.0-RC2, 2.0.0-RC1, 2.0.0, 1.3.3, 1.3.2, 1.3.1, 1.3.0, 1.2.4",15,"Major, Minor, Patch"
org.mongodb:mongodb-driver-legacy,4.6.1,"4.9.1, 4.9.0, 4.8.2, 4.8.1, 4.8.0-rc0, 4.8.0-beta0, 4.8.0, 4.7.2, 4.7.1, 4.7.0-beta0, 4.7.0, 4.10.1, 4.10.0-alpha1, 4.10.0-alpha0, 4.10.0",15,Minor
org.mongodb:mongodb-driver-sync,4.6.1,"4.9.1, 4.9.0, 4.8.2, 4.8.1, 4.8.0-rc0, 4.8.0-beta0, 4.8.0, 4.7.2, 4.7.1, 4.7.0-beta0, 4.7.0, 4.10.1, 4.10.0-alpha1, 4.10.0-alpha0, 4.10.0",15,Minor
org.mongodb:mongodb-driver-core,4.6.1,"4.9.1, 4.9.0, 4.8.2, 4.8.1, 4.8.0-rc0, 4.8.0-beta0, 4.8.0, 4.7.2, 4.7.1, 4.7.0-beta0, 4.7.0, 4.10.1, 4.10.0-alpha1, 4.10.0-alpha0, 4.10.0",15,Minor
org.mongodb:bson,4.6.1,"4.9.1, 4.9.0, 4.8.2, 4.8.1, 4.8.0-rc0, 4.8.0-beta0, 4.8.0, 4.7.2, 4.7.1, 4.7.0-beta0, 4.7.0, 4.10.1, 4.10.0-alpha1, 4.10.0-alpha0, 4.10.0",15,Minor
cglib:cglib-nodep,3.1,"3.3.0, 3.2.9, 3.2.8, 3.2.7, 3.2.6, 3.2.5, 3.2.4, 3.2.3, 3.2.2, 3.2.12, 3.2.11, 3.2.10, 3.2.1, 3.2.0",14,Minor
com.azure:azure-core-http-netty,1.11.9,"1.13.4, 1.13.3, 1.13.2, 1.13.1, 1.13.0, 1.12.8, 1.12.7, 1.12.6, 1.12.5, 1.12.4, 1.12.3, 1.12.2, 1.12.1, 1.12.0",14,Minor
com.azure.resourcemanager:azure-resourcemanager,2.14.0,"2.28.0, 2.27.0, 2.26.0, 2.25.0, 2.24.0, 2.23.0, 2.22.0, 2.21.0, 2.20.0, 2.19.0, 2.18.0, 2.17.0, 2.16.0, 2.15.0",14,Minor
com.azure.resourcemanager:azure-resourcemanager-authorization,2.14.0,"2.28.0, 2.27.0, 2.26.0, 2.25.0, 2.24.0, 2.23.0, 2.22.0, 2.21.0, 2.20.0, 2.19.0, 2.18.0, 2.17.0, 2.16.0, 2.15.0",14,Minor
com.azure.resourcemanager:azure-resourcemanager-compute,2.14.0,"2.28.0, 2.27.0, 2.26.0, 2.25.0, 2.24.0, 2.23.0, 2.22.0, 2.21.0, 2.20.0, 2.19.0, 2.18.0, 2.17.0, 2.16.0, 2.15.0",14,Minor
com.azure.resourcemanager:azure-resourcemanager-containerinstance,2.14.0,"2.28.0, 2.27.0, 2.26.0, 2.25.0, 2.24.0, 2.23.0, 2.22.0, 2.21.0, 2.20.0, 2.19.0, 2.18.0, 2.17.0, 2.16.0, 2.15.0",14,Minor
com.azure.resourcemanager:azure-resourcemanager-keyvault,2.14.0,"2.28.0, 2.27.0, 2.26.0, 2.25.0, 2.24.0, 2.23.0, 2.22.0, 2.21.0, 2.20.0, 2.19.0, 2.18.0, 2.17.0, 2.16.0, 2.15.0",14,Minor
com.azure.resourcemanager:azure-resourcemanager-msi,2.14.0,"2.28.0, 2.27.0, 2.26.0, 2.25.0, 2.24.0, 2.23.0, 2.22.0, 2.21.0, 2.20.0, 2.19.0, 2.18.0, 2.17.0, 2.16.0, 2.15.0",14,Minor
com.azure.resourcemanager:azure-resourcemanager-network,2.14.0,"2.28.0, 2.27.0, 2.26.0, 2.25.0, 2.24.0, 2.23.0, 2.22.0, 2.21.0, 2.20.0, 2.19.0, 2.18.0, 2.17.0, 2.16.0, 2.15.0",14,Minor
com.azure.resourcemanager:azure-resourcemanager-resources,2.14.0,"2.28.0, 2.27.0, 2.26.0, 2.25.0, 2.24.0, 2.23.0, 2.22.0, 2.21.0, 2.20.0, 2.19.0, 2.18.0, 2.17.0, 2.16.0, 2.15.0",14,Minor
